fdc_id,data_type,description,food_category_id,publication_date,id,food_nutrient_conversion_factor_id,protein_value,fat_value,carbohydrate_value
748967,foundation_food,"Eggs, Grade A, Large, egg whole",1.0,2019-12-16,22719.0,22719.0,4.36,9.02,3.68
749420,foundation_food,"Pork, cured, bacon, cooked, restaurant",10.0,2019-12-16,22724.0,22724.0,4.27,9.02,3.87
789890,foundation_food,"Flour, wheat, all-purpose, enriched, bleached",20.0,2020-04-01,22725.0,22725.0,4.05,8.37,4.12
789951,foundation_food,"Flour, wheat, all-purpose, enriched, unbleached",20.0,2020-04-01,22726.0,22726.0,4.05,8.37,4.12
790018,foundation_food,"Flour, wheat, all-purpose, unenriched, unbleached",20.0,2020-04-01,22727.0,22727.0,4.05,8.37,4.12
790085,foundation_food,"Flour, whole wheat, unenriched",20.0,2020-04-01,22728.0,22728.0,3.59,8.37,3.78
790146,foundation_food,"Flour, bread, white, enriched, unbleached",20.0,2020-04-01,22729.0,22729.0,4.05,8.37,4.12
790214,foundation_food,"Flour, rice, white, unenriched",20.0,2020-04-01,22730.0,22730.0,3.82,8.37,4.16
790276,foundation_food,"Flour, corn, yellow, fine meal, enriched",20.0,2020-04-01,22731.0,22731.0,3.46,8.37,4.16
1104647,foundation_food,"Garlic, raw",11.0,2020-10-30,22740.0,22740.0,2.78,8.37,3.84
1104705,foundation_food,"Flour, soy, defatted",16.0,2020-10-30,22737.0,22737.0,3.47,8.37,4.07
1104766,foundation_food,"Flour, soy, full-fat",16.0,2020-10-30,22738.0,22738.0,3.47,8.37,4.07
1104812,foundation_food,"Flour, rice, brown",20.0,2020-10-30,22735.0,22735.0,3.41,8.37,4.12
1104867,foundation_food,"Flour, rice, glutinous",20.0,2020-10-30,22736.0,22736.0,3.82,8.37,4.16
1104913,foundation_food,"Flour, pastry, unenriched, unbleached",20.0,2020-10-30,22734.0,22734.0,4.05,8.37,4.12
1104962,foundation_food,"Onions, white, raw",11.0,2020-10-30,22739.0,22739.0,2.78,8.37,3.84
1105073,foundation_food,"Bananas, overripe, raw",9.0,2020-04-01,22732.0,22732.0,3.36,8.37,3.6
1105314,foundation_food,"Bananas, ripe and slightly ripe, raw",9.0,2020-04-01,22733.0,22733.0,3.36,8.37,3.6
1105430,foundation_food,"Apples, red delicious, with skin, raw",9.0,2020-10-30,22741.0,22741.0,3.36,8.37,3.6
1105547,foundation_food,"Apples, honeycrisp, with skin, raw",9.0,2020-10-30,22745.0,22745.0,3.36,8.37,3.6
1105664,foundation_food,"Apples, granny smith, with skin, raw",9.0,2020-10-30,22744.0,22744.0,3.36,8.37,3.6
1105781,foundation_food,"Apples, gala, with skin, raw",9.0,2020-10-30,22743.0,22743.0,3.36,8.37,3.6
1105897,foundation_food,"Apples, fuji, with skin, raw",9.0,2020-10-30,22742.0,22742.0,3.36,8.37,3.6
1750337,foundation_food,"Soy milk, unsweetened, plain, shelf stable",16.0,2021-04-28,22764.0,22764.0,4.0,9.0,4.0
1750338,foundation_food,"Almond milk, unsweetened, plain, shelf stable",14.0,2021-04-28,22765.0,22765.0,4.0,9.0,4.0
1750339,foundation_food,"Apples, red delicious, with skin, raw",9.0,2020-10-30,22766.0,22766.0,3.36,8.37,3.6
1750340,foundation_food,"Apples, fuji, with skin, raw",9.0,2020-10-30,22767.0,22767.0,3.36,8.37,3.6
1750341,foundation_food,"Apples, gala, with skin, raw",9.0,2020-10-30,22768.0,22768.0,3.36,8.37,3.6
1750342,foundation_food,"Apples, granny smith, with skin, raw",9.0,2020-10-30,22769.0,22769.0,3.36,8.37,3.6
1750343,foundation_food,"Apples, honeycrisp, with skin, raw",9.0,2020-10-30,22770.0,22770.0,3.36,8.37,3.6
1750344,foundation_food,"Mushroom, lion's mane",11.0,2021-04-28,22771.0,22771.0,2.62,8.37,3.48
1750345,foundation_food,"Mushroom, oyster",11.0,2021-04-28,22772.0,22772.0,2.62,8.37,3.48
1750346,foundation_food,"Mushrooms, shiitake",11.0,2021-04-28,22773.0,22773.0,2.62,8.37,3.48
1750347,foundation_food,"Mushrooms, white button",11.0,2021-04-28,22774.0,22774.0,2.62,8.37,3.48
1750348,foundation_food,"Oil, peanut",4.0,2021-04-28,22775.0,22775.0,4.0,8.84,4.0
1750349,foundation_food,"Oil, sunflower",4.0,2021-04-28,22776.0,22776.0,4.0,8.84,4.0
1750350,foundation_food,"Oil, safflower",4.0,2021-04-28,22777.0,22777.0,4.0,8.84,4.0
1750351,foundation_food,"Oil, olive, extra light",4.0,2021-04-28,22778.0,22778.0,4.0,8.84,4.0
1750352,foundation_food,"Spinach, baby",11.0,2021-04-28,22779.0,22779.0,2.44,8.37,3.57
1750353,foundation_food,"Spinach, mature",11.0,2021-04-28,22780.0,22780.0,2.44,8.37,3.57
1750354,foundation_food,"Tomato, roma",11.0,2021-04-28,22781.0,22781.0,2.44,8.37,3.57
1999626,foundation_food,"Mushroom, lion's mane",11.0,2021-10-28,22796.0,22796.0,2.62,8.37,3.48
1999627,foundation_food,"Mushroom, oyster",11.0,2021-10-28,22797.0,22797.0,2.62,8.37,3.48
1999628,foundation_food,"Mushrooms, shiitake",11.0,2021-10-28,22798.0,22798.0,2.62,8.37,3.48
1999629,foundation_food,"Mushrooms, white button",11.0,2021-10-28,22799.0,22799.0,2.62,8.37,3.48
1999630,foundation_food,"Soy milk, unsweetened, plain, shelf stable",16.0,2021-10-28,22800.0,22800.0,4.0,9.0,4.0
1999631,foundation_food,"Almond milk, unsweetened, plain, shelf stable",14.0,2021-10-28,22801.0,22801.0,4.0,9.0,4.0
1999632,foundation_food,"Spinach, baby",11.0,2021-10-28,22802.0,22802.0,2.44,8.37,3.57
1999633,foundation_food,"Spinach, mature",11.0,2021-10-28,22803.0,22803.0,2.44,8.37,3.57
1999634,foundation_food,"Tomato, roma",11.0,2021-10-28,22804.0,22804.0,2.44,8.37,3.57
2003586,foundation_food,"Flour, 00",20.0,2021-10-28,22805.0,22805.0,4.05,8.37,4.12
2003587,foundation_food,"Flour, spelt, whole grain",20.0,2021-10-28,22806.0,22806.0,3.59,8.37,3.78
2003588,foundation_food,"Flour, semolina, coarse and semi-coarse",20.0,2021-10-28,22807.0,22807.0,4.05,8.37,4.12
2003589,foundation_food,"Flour, semolina, fine",20.0,2021-10-28,22808.0,22808.0,4.05,8.37,4.12
2003590,foundation_food,"Apple juice, with added vitamin C, from concentrate, shelf stable",9.0,2021-10-28,22809.0,22809.0,3.36,8.37,3.92
2003591,foundation_food,"Orange juice, no pulp, not fortified, from concentrate, refrigerated",9.0,2021-10-28,22810.0,22810.0,3.36,8.37,3.92
2003592,foundation_food,"Grape juice, purple, with added vitamin C, from concentrate, shelf stable",9.0,2021-10-28,22811.0,22811.0,3.36,8.37,3.92
2003593,foundation_food,"Grape juice, white, with added vitamin C, from concentrate, shelf stable",9.0,2021-10-28,22812.0,22812.0,3.36,8.37,3.92
2003594,foundation_food,"Cranberry juice, not fortified, from concentrate, shelf stable",9.0,2021-10-28,22813.0,22813.0,3.36,8.37,3.92
2003595,foundation_food,"Grapefruit juice, red, not fortified, not from concentrate, refrigerated",9.0,2021-10-28,22814.0,22814.0,3.36,8.37,3.92
2003596,foundation_food,"Tomato juice, with added ingredients, from concentrate, shelf stable",11.0,2021-10-28,22815.0,22815.0,2.44,8.37,3.57
2003597,foundation_food,"Orange juice, no pulp, not fortified, not from concentrate, refrigerated",9.0,2021-10-28,22816.0,22816.0,3.36,8.37,3.92
2003598,foundation_food,"Mushroom, portabella",11.0,2021-10-28,22817.0,22817.0,2.62,8.37,3.48
2003599,foundation_food,"Mushroom, king oyster",11.0,2021-10-28,22818.0,22818.0,2.62,8.37,3.48
2003600,foundation_food,"Mushroom, enoki",11.0,2021-10-28,22819.0,22819.0,2.62,8.37,3.48
2003601,foundation_food,"Mushroom, crimini",11.0,2021-10-28,22820.0,22820.0,2.62,8.37,3.48
2003602,foundation_food,"Mushroom, maitake",11.0,2021-10-28,22821.0,22821.0,2.62,8.37,3.48
2003603,foundation_food,"Mushroom, beech",11.0,2021-10-28,22822.0,22822.0,2.62,8.37,3.48
2003604,foundation_food,"Mushroom, pioppini",11.0,2021-10-28,22823.0,22823.0,2.62,8.37,3.48
2257044,foundation_food,"Soy milk, sweetened, plain, refrigerated",16.0,2022-04-28,22852.0,22852.0,0.0,0.0,0.0
2257045,foundation_food,"Almond milk, unsweetened, plain, refrigerated",14.0,2022-04-28,22853.0,22853.0,0.0,0.0,0.0
2257046,foundation_food,"Oat milk, unsweetened, plain, refrigerated",14.0,2022-04-28,22854.0,22854.0,0.0,0.0,0.0
2258586,foundation_food,"Carrots, mature, raw",11.0,2022-04-28,22858.0,22858.0,2.78,8.37,3.84
2258587,foundation_food,"Carrots, baby, raw",11.0,2022-04-28,22859.0,22859.0,2.78,8.37,3.84
2258588,foundation_food,"Peppers, bell, green, raw",11.0,2022-04-28,22860.0,22860.0,2.44,8.37,3.57
2258589,foundation_food,"Peppers, bell, yellow, raw",11.0,2022-04-28,22861.0,22861.0,2.44,8.37,3.57
2258590,foundation_food,"Peppers, bell, red, raw",11.0,2022-04-28,22862.0,22862.0,2.44,8.37,3.57
2258591,foundation_food,"Peppers, bell, orange, raw",11.0,2022-04-28,22863.0,22863.0,2.44,8.37,3.57
2259792,foundation_food,"Buttermilk, low fat",1.0,2022-04-28,22870.0,22870.0,4.27,8.79,3.87
2259793,foundation_food,"Yogurt, plain, whole milk",1.0,2022-04-28,22871.0,22871.0,4.27,8.79,3.87
2259794,foundation_food,"Yogurt, Greek, plain, whole milk",1.0,2022-04-28,22872.0,22872.0,4.27,8.79,3.87
2259795,foundation_food,"Cheese, parmesan, grated, refrigerated",1.0,2022-04-28,22873.0,22873.0,4.27,8.79,3.87
2259796,foundation_food,"Cheese, feta, whole milk, crumbled",1.0,2022-04-28,22874.0,22874.0,4.27,8.79,3.87
2261420,foundation_food,"Flour, almond",12.0,2022-04-28,22880.0,22880.0,3.47,8.37,4.07
2261421,foundation_food,"Flour, oat, whole grain",20.0,2022-04-28,22881.0,22881.0,3.46,8.37,4.12
2261422,foundation_food,"Flour, potato",11.0,2022-04-28,22882.0,22882.0,2.78,8.37,4.03
2262072,foundation_food,"Peanut butter, creamy",16.0,2022-04-28,22886.0,22886.0,3.47,8.37,4.07
2262073,foundation_food,"Sesame butter, creamy",12.0,2022-04-28,22887.0,22887.0,3.47,8.37,4.07
2262074,foundation_food,"Almond butter, creamy",12.0,2022-04-28,22888.0,22888.0,3.47,8.37,4.07
2262075,foundation_food,"Flaxseed, ground",12.0,2022-04-28,22889.0,22889.0,3.47,8.37,4.07
2263887,foundation_food,"Strawberries, raw",9.0,2022-04-28,22894.0,22894.0,3.36,8.37,3.6
2263888,foundation_food,"Raspberries, raw",9.0,2022-04-28,22895.0,22895.0,3.36,8.37,3.6
2263889,foundation_food,"Blueberries, raw",9.0,2022-04-28,22896.0,22896.0,3.36,8.37,3.6
2263890,foundation_food,"Grapes, red, seedless, raw",9.0,2022-04-28,22897.0,22897.0,3.36,8.37,3.6
2263891,foundation_food,"Grapes, green, seedless, raw",9.0,2022-04-28,22898.0,22898.0,3.36,8.37,3.6
2263892,foundation_food,"Applesauce, unsweetened, with added vitamin C",9.0,2022-04-28,22899.0,22899.0,3.36,8.37,3.6
2346384,foundation_food,"Cottage cheese, full fat, large or small curd",1.0,2022-10-28,22906.0,22906.0,4.27,8.79,3.87
2346385,foundation_food,"Cream cheese, full fat, block",1.0,2022-10-28,22907.0,22907.0,4.27,8.79,3.87
2346386,foundation_food,"Cream, heavy",1.0,2022-10-28,22908.0,22908.0,4.27,8.79,3.87
2346387,foundation_food,"Cream, sour, full fat",1.0,2022-10-28,22909.0,22909.0,4.27,8.79,3.87
2346388,foundation_food,"Lettuce, iceberg, raw",11.0,2022-10-28,22910.0,22910.0,2.44,8.37,3.57
2346389,foundation_food,"Lettuce, romaine, green, raw",11.0,2022-10-28,22911.0,22911.0,2.44,8.37,3.57
2346390,foundation_food,"Lettuce, leaf, red, raw",11.0,2022-10-28,22912.0,22912.0,2.44,8.37,3.57
2346391,foundation_food,"Lettuce, leaf, green, raw",11.0,2022-10-28,22913.0,22913.0,2.44,8.37,3.57
2346392,foundation_food,"Nuts, pine nuts, raw",12.0,2022-10-28,22914.0,22914.0,3.47,8.37,4.07
2346393,foundation_food,"Nuts, almonds, whole, raw",12.0,2022-10-28,22915.0,22915.0,3.47,8.37,4.07
2346394,foundation_food,"Nuts, walnuts, English, halves, raw",12.0,2022-10-28,22916.0,22916.0,3.47,8.37,4.07
2346395,foundation_food,"Nuts, pecans, halves, raw",12.0,2022-10-28,22917.0,22917.0,3.47,8.37,4.07
2346396,foundation_food,"Oats, whole grain, rolled, old fashioned",20.0,2022-10-28,22918.0,22918.0,3.46,8.37,4.12
2346397,foundation_food,"Oats, whole grain, steel cut",20.0,2022-10-28,22919.0,22919.0,3.46,8.37,4.12
2346398,foundation_food,"Pineapple, raw",9.0,2022-10-28,22920.0,22920.0,3.36,8.37,3.6
2346399,foundation_food,"Cherries, sweet, dark red, raw",9.0,2022-10-28,22921.0,22921.0,3.36,8.37,3.6
2346400,foundation_food,"Beans, snap, green, raw",11.0,2022-10-28,22922.0,22922.0,2.44,8.37,3.57
2346401,foundation_food,"Potatoes, russet, without skin, raw",11.0,2022-10-28,22923.0,22923.0,2.78,8.37,4.03
2346402,foundation_food,"Potatoes, red, without skin, raw",11.0,2022-10-28,22924.0,22924.0,2.78,8.37,4.03
2346403,foundation_food,"Potatoes, gold, without skin, raw",11.0,2022-10-28,22925.0,22925.0,2.78,8.37,4.03
2346404,foundation_food,"Sweet potatoes, orange flesh, without skin, raw",11.0,2022-10-28,22926.0,22926.0,2.78,8.37,4.03
2346405,foundation_food,"Celery, raw",11.0,2022-10-28,22927.0,22927.0,2.44,8.37,3.7
2346406,foundation_food,"Cucumber, with peel, raw",11.0,2022-10-28,22928.0,22928.0,2.44,8.37,3.7
2346407,foundation_food,"Cabbage, green, raw",11.0,2022-10-28,22929.0,22929.0,2.44,8.37,3.7
2346408,foundation_food,"Cabbage, red, raw",11.0,2022-10-28,22930.0,22930.0,2.44,8.37,3.7
2346409,foundation_food,"Strawberries, raw",9.0,2022-10-28,22931.0,22931.0,3.36,8.37,3.6
2346410,foundation_food,"Raspberries, raw",9.0,2022-10-28,22932.0,22932.0,3.36,8.37,3.6
2346411,foundation_food,"Blueberries, raw",9.0,2022-10-28,22933.0,22933.0,3.36,8.37,3.6
2346412,foundation_food,"Grapes, red, seedless, raw",9.0,2022-10-28,22934.0,22934.0,3.36,8.37,3.6
2346413,foundation_food,"Grapes, green, seedless, raw",9.0,2022-10-28,22935.0,22935.0,3.36,8.37,3.6
2346414,foundation_food,"Applesauce, unsweetened, with added vitamin C",9.0,2022-10-28,22936.0,22936.0,3.36,8.37,3.6
2512371,foundation_food,"Flour, amaranth",20.0,2023-04-20,22968.0,22968.0,3.47,8.37,4.07
2512372,foundation_food,"Flour, quinoa",20.0,2023-04-20,22969.0,22969.0,3.37,8.37,4.07
2512373,foundation_food,"Flour, sorghum",20.0,2023-04-20,22970.0,22970.0,2.28,8.37,4.07
2512374,foundation_food,"Flour, buckwheat",20.0,2023-04-20,22971.0,22971.0,3.37,8.37,3.78
2512375,foundation_food,"Flour, rye",20.0,2023-04-20,22972.0,22972.0,3.23,8.37,3.99
2512376,foundation_food,"Flour, barley",20.0,2023-04-20,22973.0,22973.0,3.55,8.37,3.95
2512377,foundation_food,"Flour, cassava",11.0,2023-04-20,22974.0,22974.0,2.78,8.37,4.03
2512378,foundation_food,"Buckwheat, whole grain",20.0,2023-04-20,22975.0,22975.0,3.37,8.37,3.78
2512379,foundation_food,"Millet, whole grain",20.0,2023-04-20,22976.0,22976.0,3.87,8.37,4.12
2512380,foundation_food,"Rice, brown, long grain, unenriched, raw",20.0,2023-04-20,22977.0,22977.0,3.41,8.37,4.12
2512381,foundation_food,"Rice, white, long grain, unenriched, raw",20.0,2023-04-20,22978.0,22978.0,3.82,8.37,4.16
2514743,foundation_food,"Beef, ground, 90% lean meat / 10% fat, raw",13.0,2023-04-20,22990.0,22990.0,4.27,9.02,3.87
2514744,foundation_food,"Beef, ground, 80% lean meat / 20% fat, raw",13.0,2023-04-20,22991.0,22991.0,4.27,9.02,3.87
2514745,foundation_food,"Pork, ground, raw",10.0,2023-04-20,22992.0,22992.0,4.27,9.02,3.87
2514746,foundation_food,"Chicken, ground, with additives, raw",5.0,2023-04-20,22993.0,22993.0,4.27,9.02,3.87
2514747,foundation_food,"Turkey, ground, 93% lean/ 7% fat, raw",5.0,2023-04-20,22994.0,22994.0,4.27,9.02,3.87
2515373,foundation_food,"Nuts, brazilnuts, raw",12.0,2023-04-20,23000.0,23000.0,3.47,8.37,4.07
2515374,foundation_food,"Nuts, cashew nuts, raw",12.0,2023-04-20,23001.0,23001.0,3.47,8.37,4.07
2515375,foundation_food,"Nuts, hazelnuts or filberts, raw",12.0,2023-04-20,23002.0,23002.0,3.47,8.37,4.07
2515376,foundation_food,"Peanuts, raw",16.0,2023-04-20,23003.0,23003.0,3.47,8.37,4.07
2515377,foundation_food,"Flour, chestnut",12.0,2023-04-20,23004.0,23004.0,3.47,8.37,4.07
2515378,foundation_food,"Nuts, macadamia nuts, raw",12.0,2023-04-20,23005.0,23005.0,3.47,8.37,4.07
2515379,foundation_food,"Nuts, pistachio nuts, raw",12.0,2023-04-20,23006.0,23006.0,3.47,8.37,4.07
2515380,foundation_food,"Seeds, pumpkin seeds (pepitas), raw",12.0,2023-04-20,23007.0,23007.0,3.47,8.37,4.07
2515381,foundation_food,"Seeds, sunflower seed, kernel, raw",12.0,2023-04-20,23008.0,23008.0,3.47,8.37,4.07
